ICMMID,Confidence_Factor,Mine_Name,Group Names,Latitude,Longitude,Asset_Type,Country,Primary_Commodity,Secondary_Commodity,Other_Commodities
ICMM12253,Moderate,Intinsky Coal Mine,,66.0024505,60.16376888,Mine,Russia,thermal coal,,
ICMM12254,Moderate,Konstantinovsky Coal Mine,,49.05388784,142.2190152,Mine,Russia,thermal coal,,
ICMM12255,High,Korkinsky Coal Mine,Korkinsky Coal Mine;Korkinsky Coal Washing Plant;Korkinsky Underground;Korkinsky Open Pit,54.91038593,61.42731878,Mine;Plant,Russia,thermal coal,,
ICMM12256,High,Krasnogorskaya Coal Mine,Krasnogorskaya Coal Mine;Ziminka Coal Mine;Ziminka Coal Washing Plant;Krasnogorskaya Coal Washing Plant;Tyrganskaya;Ziminka;Krasnogorskaya,53.92917503,86.70390323,Mine;Plant,Russia,metallurgical coal,,
ICMM12257,High,Nikolsky Coal Mine (Sakhalin),Nikolsky Coal Mine (Sakhalin);Uglegorskugol,48.97530701,142.1216359,Mine,Russia,thermal coal,,
ICMM12258,High,Sereulsky Coal Mine,Sereulsky Coal Mine;Sereulsky,55.79990977,90.60463037,Mine,Russia,thermal coal,,
ICMM12259,High,Tulgansky Coal Mine,Tulgansky Coal Mine;Tyulgansky,52.36872416,56.1447254,Mine,Russia,thermal coal,,
ICMM12260,High,Udarnovskaya Coal Mine,Udarnovskaya Coal Mine;Sakhalinugol 6,49.12963844,142.1430791,Mine,Russia,thermal coal,,
ICMM12261,Moderate,CigeÄ¾ Colliery,,48.73421204,18.64080101,Mine,Slovakia,thermal coal,,
ICMM12262,High,VeÄ¾kÃ½ KrtÃ­Å¡,VeÄ¾kÃ½ KrtÃ­Å¡;Modry Kamen,48.211883,19.38876701,Mine,Slovakia,thermal coal,,
ICMM12263,Moderate,Trbovlje Hrastnik Mine,,46.142576,15.0397972,Mine,Slovenia,coal,,
ICMM12264,High,Hakhano Colliery,Hakhano Colliery;Brummersheim,-25.74950025,29.652132,Mine,South Africa,coal,,
ICMM12265,Moderate,Hlagisa Colliery,,-25.7729374,29.815883,Mine,South Africa,coal,,
ICMM12266,Moderate,Singani Colliery,,-25.6803558,29.7302978,Mine,South Africa,coal,,
ICMM12267,High,Vaalkrantz Colliery,Vaalkrantz Colliery,-27.76671,30.95085,Mine,South Africa,thermal coal,,
ICMM12268,Moderate,Alto Bierzo Coal Mine,,42.7307,-6.20099,Mine,Spain,coal,,
ICMM12269,Moderate,Carbonar Coal Mine,,43.04139288,-6.618019654,Mine,Spain,coal,,
ICMM12270,Moderate,Carbones Arlanza Coal Mine,,42.67012551,-6.41321063,Mine,Spain,coal,,
ICMM12271,Moderate,Cerredo Mine,,42.94879573,-6.489732262,Mine,Spain,thermal coal,,
ICMM12272,Moderate,La Escondida Mine,,42.9679373,-6.4278804,Mine,Spain,thermal coal,,
ICMM12273,Moderate,La Gran Corta de Fabero,,42.7665016,-6.60139484,Mine,Spain,coal,,
ICMM12274,Moderate,Mi ViÃ±a Coal Mine,,40.85820687,-0.643541922,Mine,Spain,coal,,
ICMM12275,Moderate,Pozo Carrio,,43.2605547,-5.5793746,Mine,Spain,coal,,
ICMM12276,High,Pozo MarÃ­a Luisa,Pozo MarÃ­a Luisa;Candin;Maria Luisa,43.292183,-5.668269633,Mine,Spain,coal,,
ICMM12277,High,Pozo Monsacro,Pozo Monsacro;Monsacro,43.24662215,-5.8690556,Mine,Spain,coal,,
ICMM12278,Moderate,Salgueiro Coal Mine,,42.58806651,-6.310477847,Mine,Spain,coal,,
ICMM12279,Moderate,Santa Maria Coal Mine,Santa Maria Coal Mine;Sierra de Arcos Coal Mine,41.02985051,-0.596461808,Mine,Spain,coal,,
ICMM12280,Moderate,Santiago Mine,,43.1775291,-5.757085,Mine,Spain,coal,,
ICMM12281,High,Broken Cross Mine,Broken Cross Mine;Scottish;Scottish,55.61236667,-3.83696,Mine,United Kingdom,thermal coal,,
ICMM12282,High,Butterwell Mine,Butterwell Mine;UK Coal Surface Mines,55.2103315,-1.615955,Mine,United Kingdom,thermal coal,,
ICMM12283,High,Duncanziemere Coal Mine,Duncanziemere Coal Mine;Duncanziemere,55.46596715,-4.191458045,Mine,United Kingdom,thermal coal,,
ICMM12284,Moderate,Field House Mine,,54.81191886,-1.49935512,Mine,United Kingdom,thermal coal,,
ICMM12285,Moderate,Glan Lash Opencast,,51.8048794,-4.0099637,Mine,United Kingdom,metallurgical coal,thermal coal,
ICMM12286,High,Glenmuckloch Coal Mine,Glenmuckloch Coal Mine;Glenmucklock,55.40613902,-4.053418645,Mine,United Kingdom,thermal coal,,
ICMM12287,Moderate,Hartington Colliery,,53.2750808,-1.3533746,Mine,United Kingdom,thermal coal,,
ICMM12288,High,Hatfield Colliery,Hatfield Colliery;Hatfield Colliery,53.5934,-1.0145,Mine,United Kingdom,thermal coal,,
ICMM12289,Moderate,House of Water Mine,,55.3915598,-4.2510706,Mine,United Kingdom,thermal coal,,
ICMM12290,High,Kellingley Colliery,Kellingley Colliery;Kellingley Colliery,53.70516,-1.204755,Mine,United Kingdom,metallurgical coal,thermal coal,
ICMM12291,High,Muir Dean Coal Mine,Muir Dean Coal Mine;Muir Dean,56.071768,-3.363954,Mine,United Kingdom,thermal coal,,
ICMM12292,High,Nant Helen Coal Mine,Nant Helen Coal Mine;Nant Helen,51.78644759,-3.719680045,Mine,United Kingdom,thermal coal,,
ICMM12293,High,Netherton Colliery,Netherton Colliery;Netherton;Skares,55.41701667,-4.30540166,Mine,United Kingdom,thermal coal,,
ICMM12294,Moderate,Shotton Surface Coal Mine,,55.09258591,-1.63663618,Mine,United Kingdom,thermal coal,,
ICMM12295,High,St. Ninians Coal Mine,St. Ninians Coal Mine;St Ninians,56.11724645,-3.398467,Mine,United Kingdom,thermal coal,,
ICMM12296,High,Thoresby Colliery,Thoresby Colliery;Thoresby Colliery,53.200728,-1.0510625,Mine,United Kingdom,thermal coal,,
ICMM12297,High,Tower Colliery,Tower Colliery;Tower Colliery,51.72716555,-3.5562877,Mine,United Kingdom,coal,,
ICMM12298,Moderate,No. 1 Refuse (KY),,37.155833,-82.951111,Mine,United States,coal,,
ICMM12299,Moderate,No. 4 Coal Mine (Inspiration Resources),No. 4 Coal Mine (Inspiration Resources);Hubble No. 7,37.333611,-82.456389,Mine,United States,coal,,
ICMM12300,High,#1 (KY CWM),#1 (KY CWM);Mine #2;North American Tipple Plant,36.93520267,-83.99047867,Mine;Plant,United States,coal,,
ICMM12301,Moderate,#1 (KY ECP),,37.458056,-83.7575,Mine,United States,coal,,
ICMM12302,Moderate,#1 (KY HGD),,37.359722,-82.981389,Mine,United States,coal,,
ICMM12303,Moderate,#1 (KY RCC),,37.712222,-82.881111,Mine,United States,coal,,
ICMM12304,Moderate,#1 Strip Mine (KY),,36.719167,-83.593333,Mine,United States,coal,,
ICMM12305,Moderate,#1 Surface 002 Section,,36.111944,-84.323333,Mine,United States,coal,,
ICMM12306,High,#2 (KY RC),#2 (KY RC);ME No 22,37.5707445,-82.5195345,Mine,United States,coal,,
ICMM12307,Moderate,#2 C Mine,,36.902222,-82.882778,Mine,United States,coal,,
ICMM12308,High,#20 Strip Job,#20 Strip Job;Wiley Miller Mine;Pine Branch,37.34076233,-83.30123233,Mine,United States,coal,,
ICMM12309,Moderate,#5 Coal Mine (MR),,37.763333,-82.725,Mine,United States,coal,,
ICMM12310,Moderate,#6 Coal Mine,,37.720278,-82.566111,Mine,United States,coal,,
ICMM12311,High,#7 Coal Mine,#7 Coal Mine;Mine #2;Premier Elkhorn;Lower Elkhorn;PE No 2;Job No 45;Job No 47;S A M No 11;Cheyenne Elkhorn No 7;PE No 4,37.2217732,-82.6270169,Mine,United States,coal,,
ICMM12312,Moderate,6 Mile Coal Mine,6 Mile Coal Mine;Baumgardner Operation,40.9034725,-78.2586115,Mine,United States,coal,,
ICMM12313,Moderate,6 Mile/Troy Hill,6 Mile/Troy Hill;Fountain Mine Fresh Water Impoundment;Garards Fort;none;RJ Strips;Robina Surface Mine,39.841389,-78.841389,Mine,United States,coal,,
ICMM12314,Moderate,Adams Mine,,41.240278,-79.3475,Mine,United States,coal,,
ICMM12315,Moderate,Ainsley Mine,Ainsley Mine;Job 121 (Gulf USA),41.030833,-77.949444,Mine,United States,coal,,
ICMM12316,High,"Alden Resources, LLC #6","Alden Resources, LLC #6;Engle Hollow",36.846729,-83.9601635,Mine,United States,coal,,
ICMM12317,Moderate,Allegheny Strips,,40.864444,-79.534167,Mine,United States,coal,,
ICMM12318,Moderate,Amerikohl Strips,,40.561389,-79.267222,Mine,United States,coal,,
ICMM12319,Moderate,Angel Strip,Angel Strip;Joy Global BB0;Kinnard Mine;Mannion Mine;Penn Hills Development (PA WREBT);Penn Hills Development (PA WSI);Tidal,40.677778,-79.999722,Mine,United States,coal,,
ICMM12320,High,Anthra Sources Operation,Anthra Sources Operation;Goodspring Stripping (PA MCCI);S and J Coal Blackwood Mining;Tremont Stripping;Tremont Stripping,40.6294558,-76.4162652,Mine,United States,coal,,
ICMM12321,High,Armstrong Co Strips,Armstrong Co Strips;South Central Strips;George,40.943332,-79.4125,Mine,United States,coal,,
ICMM12322,High,Armstrong Co Surface,Armstrong Co Surface;Armstrong Co,40.8983335,-79.560278,Mine,United States,coal,,
ICMM12323,Moderate,Bald Knob Surface Mine,Bald Knob Surface Mine;Laurel Creek No. 1 Surface Mine,37.6219445,-81.154861,Mine,United States,coal,,
ICMM12324,Moderate,Barbara #2 Mine,,39.955556,-78.921944,Mine,United States,coal,,
ICMM12325,Moderate,Barger Branch Job #14,,37.213333,-83.874167,Mine,United States,coal,,
ICMM12326,Moderate,Bear Branch (KY NHE),Bear Branch (KY NHE);Spruce Pine,37.048889,-83.236389,Mine,United States,coal,,
ICMM12327,Moderate,Beard Job,,41.030278,-78.702222,Mine,United States,coal,,
ICMM12328,Moderate,Bearpen Surface Mine,,38.443333,-80.701111,Mine,United States,coal,,
ICMM12329,Moderate,Beason Mine,,39.8975,-79.739939,Mine,United States,coal,,
ICMM12330,Moderate,Beattyville Surface 1,,37.564722,-83.724167,Mine,United States,coal,,
ICMM12331,Moderate,Beaver Valley,,40.666667,-80.5,Mine,United States,coal,,
ICMM12332,High,Beckville Strip,Beckville Strip;Beckville,32.240945,-94.500955,Mine,United States,coal,,
ICMM12333,Moderate,Bedrock,,40.533889,-79.57,Mine,United States,coal,,
ICMM12334,Moderate,Beetree Surface Mine,Beetree Surface Mine;Sewell Mine No. 1,37.7381945,-81.46125,Mine,United States,coal,,
ICMM12335,Moderate,Begley Resources #1,,37.121111,-83.425,Mine,United States,coal,,
ICMM12336,High,Bell #1,Bell #1;Bell No 1,41.0591665,-78.2775,Mine,United States,coal,,
ICMM12337,Moderate,Belmont County Strip Fox Farms,,40.086111,-81.468056,Mine,United States,coal,,
ICMM12338,Moderate,Belmont Mine,,40.035833,-80.973611,Mine,United States,coal,,
ICMM12339,Moderate,Ben Hal Strips,,41.299722,-80.183056,Mine,United States,coal,,
ICMM12340,High,Ben's Branch Mine,Ben's Branch Mine;FOURSEAM MINE;Browns Fork;Buffalo No 7;Perry County,37.2100688,-83.2061288,Mine,United States,coal,,
ICMM12341,Moderate,Benezette Operation,,41.309722,-78.506667,Mine,United States,coal,,
ICMM12342,High,Bergholz 7,Bergholz 7;Kirk;Bergholz 7;Mountain Spring No 10 6a,40.510305,-80.8386805,Mine,United States,coal,,
ICMM12343,Moderate,Bertovich GFCC Site,Bertovich GFCC Site;Ferrara,39.822639,-79.9155555,Mine,United States,coal,,
ICMM12344,High,Big Branch,Big Branch;Ky No 6;Ky No. 5;No 1 (KY LE);S 26 Stoney Fork;S 27 Bluegrass;Straight Creek;Ky No. 5;Ky No 6;Ky No 7;Ky No 9;Eastern Kentucky;Brd No 3;Peters Knob;Brd No 4,36.8791338,-83.48561487,Mine,United States,coal,,
ICMM12345,High,Big Brown Strip,Big Brown Strip;Big Brown Strip,31.829483,-96.057636,Mine,United States,coal,,
ICMM12346,High,Big Creek No 2 Surface Mine,Big Creek No 2 Surface Mine;Big Creek No 2,38.218431,-81.2083315,Mine,United States,coal,,
ICMM12347,High,Big Dragon Deep Mine,Big Dragon Deep Mine;Ike Fork 5 Block Deep Mine;Ike Fork,38.371258,-80.99037733,Mine,United States,coal,,
ICMM12348,Moderate,Big Sandy Refuse,,37.313333,-82.490833,Mine,United States,coal,,
ICMM12349,Moderate,Bingham Job #13,,37.444167,-83.6175,Mine,United States,coal,,
ICMM12350,High,Birch River Mine,Birch River Mine;Birch River;Eastern,38.43209267,-80.59980967,Mine,United States,coal,,
ICMM12351,Moderate,Bismarck Mine,,39.270556,-79.256389,Mine,United States,coal,,
ICMM12352,High,Bluegrass Mine,Bluegrass Mine;Bluegrass,37.7452765,-87.374168,Mine,United States,coal,,
ICMM12353,Moderate,Bluff Spur Mine,Bluff Spur Mine;Nine Mile Spur Reclamation #6,36.97006,-82.604387,Mine,United States,coal,,
ICMM12354,High,Bold Camp Surface,Bold Camp Surface;Bold Camp,37.066689,-82.5620335,Mine,United States,coal,,
ICMM12355,Moderate,Booneville #1,,37.476111,-83.675,Mine,United States,coal,,
ICMM12356,High,BRC Chinook LLC,BRC Chinook LLC;Chinook,39.441807,-87.2038865,Mine,United States,coal,,
ICMM12357,Moderate,BRC Deer Creek,BRC Deer Creek;Deer Creek Mine,39.625833,-111.176111,Mine,United States,coal,,
ICMM12358,Moderate,Bremond Strip,,31.183056,-96.543056,Mine,United States,coal,,
ICMM12359,High,Bridge Fork Surface Mine No 1,Bridge Fork Surface Mine No 1;Bridge Fork No 1,38.198591,-81.125582,Mine,United States,coal,,
ICMM12360,Moderate,Broad Top,,40.318611,-78.694167,Mine,United States,coal,,
ICMM12361,Moderate,Brockton Stripping,Brockton Stripping;Kaska,40.544722,-76.082222,Mine,United States,coal,,
ICMM12362,Moderate,Bronzite,,37.698753,-82.269838,Mine,United States,coal,,
ICMM12363,High,Bronzite III,Bronzite III;Miller Creek;Bronzite;Bronzite III,37.822282,-82.318917,Mine,United States,coal,,
ICMM12364,High,Brosious Mine,Brosious Mine;Dora 8,40.9242085,-79.079818,Mine,United States,coal,,
ICMM12365,Moderate,Brubaker Mine,,40.155,-78.859722,Mine,United States,coal,,
ICMM12366,Moderate,Brushy Fork,,39.233056,-80.178611,Mine,United States,coal,,
ICMM12367,Moderate,Bryson Cole Surface,,36.797222,-82.728889,Mine,United States,coal,,
ICMM12368,High,Buck Mountain Slope,Buck Mountain Slope;Buck Mountain Slope,40.5772495,-76.711739,Mine,United States,coal,,
ICMM12369,Moderate,Buck Mountain Vein,,40.988333,-76.764167,Mine,United States,coal,,
ICMM12370,Moderate,Bucy Job,,39.644722,-80.0525,Mine,United States,coal,,
ICMM12371,Moderate,Bull Creek Surface Mine #1,,37.545278,-82.939167,Mine,United States,coal,,
ICMM12372,High,Buncomb Job,Buncomb Job;Buncomb,37.371915,-83.8098085,Mine,United States,coal,,
ICMM12373,Moderate,Burns Mine,,40.166944,-78.903611,Mine,United States,coal,,
ICMM12374,Moderate,Burton #1 Mine,,37.396944,-112.452778,Mine,United States,coal,,
ICMM12375,Moderate,Butcher Knife Surface Mine,,37.227778,-82.216944,Mine,United States,coal,,
ICMM12376,High,Buttahatchee Mine No 1,Buttahatchee Mine No 1;Buttahatchee,34.1260845,-87.6544515,Mine,United States,coal,,
ICMM12377,Moderate,Cabin Ridge Surface Mine,,37.039167,-82.230556,Mine,United States,coal,,
ICMM12378,High,Camp Creek Mine,Camp Creek Mine;Camp Creek,38.153772,-82.3389315,Mine,United States,coal,,
ICMM12379,Moderate,Captain Daviess Mine,,38.524444,-87.009444,Mine,United States,coal,,
ICMM12380,Moderate,Carbon Hill No.1,,33.205833,-87.189167,Mine,United States,coal,,
ICMM12381,High,Cardinal Mine,Cardinal Mine;Cardinal,38.2374235,-87.288469,Mine,United States,coal,,
ICMM12382,High,Carroll Hollow #6,Carroll Hollow #6;Carroll Hollow,40.575363,-80.8969455,Mine,United States,coal,,
ICMM12383,Moderate,Carroll Pits,,40.618611,-80.951389,Mine,United States,coal,,
ICMM12384,High,Cawood Mine #1,Cawood Mine #1;Massey HWM #11;SMITH #1;Right Fork Splint,36.815526,-83.20259675,Mine,United States,coal,,
ICMM12385,Moderate,Caymus Mine,Caymus Mine;Silver Oak No. 1,38.039028,-81.561806,Mine,United States,coal,,
ICMM12386,High,CCU Halls Creek Mine,CCU Halls Creek Mine;Muhlenberg County,37.24919,-87.1156565,Mine,United States,coal,,
ICMM12387,High,CCU Perry Strip,CCU Perry Strip;New Lexington,39.7318155,-82.161769,Mine,United States,coal,,
ICMM12388,High,CCU Stark Strip,CCU Stark Strip;Stark,40.651916,-81.448701,Mine,United States,coal,,
ICMM12389,High,Centre County Strips,Centre County Strips;Centre County Strips,40.8314765,-78.241242,Mine,United States,coal,,
ICMM12390,Moderate,Charger Mine #1,,38.433056,-87.25,Mine,United States,coal,,
ICMM12391,Moderate,Cherep #1,Cherep #1;Cherry Mine;HSWP Botanic Garden No. 2;Mine 1,40.40680575,-80.1689585,Mine,United States,coal,,
ICMM12392,High,Cherokee Mine,Cherokee Mine;Cherokee,37.241111,-82.278611,Mine,United States,coal,,
ICMM12393,Moderate,Christner Project,,40.3025,-79.948611,Mine,United States,coal,,
ICMM12394,Moderate,Clear Fork Surface Mine,,36.53,-84.147222,Mine,United States,coal,,
ICMM12395,Moderate,Clearfield County Strips (PA ME),,40.825,-78.427778,Mine,United States,coal,,
ICMM12396,Moderate,Clearfield County Strips (PA RHDC),Clearfield County Strips (PA RHDC);Finney Strips,40.8375,-78.3604165,Mine,United States,coal,,
ICMM12397,Moderate,Clearfield County Strips (PA RHE),,41.033056,-78.491667,Mine,United States,coal,,
ICMM12398,High,Clementine Mine,Clementine Mine;Logansport Mine;Paramont OP;Paramont Other UG;Clementine;Logansport,40.73064433,-79.5853595,Mine,United States,coal,,
ICMM12399,Moderate,Clifftop Surface Mine No 1,,37.985556,-80.915,Mine,United States,coal,,
ICMM12400,Moderate,Clifton Fork Mine #1,,37.19,-81.926944,Mine,United States,coal,,
ICMM12401,High,Cloverlick # 1A,Cloverlick # 1A;Cloverlick No 1A,36.92533,-82.94772,Mine,United States,coal,,
ICMM12402,Moderate,Cm and E #3,,36.738889,-83.382778,Mine,United States,coal,,
ICMM12403,High,"Coal Loaders, Inc.","Coal Loaders, Inc.;Penn View",40.459028,-79.137495,Mine,United States,coal,,
ICMM12404,Moderate,Coal Stone #10,Coal Stone #10;Jennie Branch Mine,36.7172225,-83.542222,Mine,United States,coal,,
ICMM12405,Moderate,Coal Valley East Mine,,33.782222,-87.436111,Mine,United States,coal,,
ICMM12406,Moderate,Coalburg Mine,,37.797222,-82.195833,Mine,United States,coal,,
ICMM12407,High,Coalburg No 2 Mine,Coalburg No 2 Mine;Coalburg No 2,37.76903,-82.0451365,Mine,United States,coal,,
ICMM12408,High,Colmar,Colmar;Gatliff,36.673547,-83.586024,Mine,United States,coal,,
ICMM12409,Moderate,Colonel Hollow Mine,Colonel Hollow Mine;Mine #7;Steele Hollow Mine,36.859074,-84.09009233,Mine,United States,coal,,
ICMM12410,High,Columbiana Pits,Columbiana Pits,40.703611,-80.696667,Mine,United States,coal,,
ICMM12411,High,Commonwealth Quarry,Commonwealth Quarry;Lone Eagle West;Mountaintop Strip,40.680468,-76.36969367,Mine,United States,coal,,
ICMM12412,Moderate,Connor Coal Company Inc No 1,,37.398611,-82.658889,Mine,United States,coal,,
ICMM12413,Moderate,Coventry Park,,40.464167,-80.133056,Mine,United States,coal,,
ICMM12414,High,"Covol Fuels No. 2, LLC","Covol Fuels No. 2, LLC;Paradise Mine;Charolais No 2",37.279974,-87.215957,Mine,United States,coal,,
ICMM12415,High,Crawdad No 1 Mine,Crawdad No 1 Mine;Crawdad No 1;Prime No 1,39.70657267,-80.00176633,Mine,United States,coal,,
ICMM12416,Moderate,Crosscreek Mine,,40.350225,-80.555042,Mine,United States,coal,,
ICMM12417,Moderate,D 1 Mine,D 1 Mine;D 5,36.7579165,-83.4319445,Mine,United States,coal,,
ICMM12418,Moderate,Dairy Jean Mine,,40.261667,-80.6325,Mine,United States,coal,,
ICMM12419,Moderate,Davis Creek Coal Mine,Davis Creek Coal Mine;Mine No.1 (TN),36.4905555,-84.024722,Mine,United States,coal,,
ICMM12420,High,Davis Creek Mine,Davis Creek Mine;Davis Creek,33.4204165,-87.37,Mine,United States,coal,,
ICMM12421,Moderate,Day Coal Mine,Day Coal Mine;Mundell Hollow Refuse Disposal Area,39.990139,-79.8045835,Mine,United States,coal,,
ICMM12422,High,Deep Mine #16,Deep Mine #16;Deep Mine No 16,40.6133315,-81.2683315,Mine,United States,coal,,
ICMM12423,Moderate,Deep Mine #26,,37.0925,-82.514722,Mine,United States,coal,,
ICMM12424,High,Deerlick Mine,Deerlick Mine;Deerlick,33.3137505,-87.431573,Mine,United States,coal,,
ICMM12425,Moderate,Delta Carbon Project,,37.760556,-88.706111,Mine,United States,coal,,
ICMM12426,Moderate,DEVELOPMENT SITE,,37.869722,-82.598611,Mine,United States,coal,,
ICMM12427,High,Diablo West Surface,Diablo West Surface;Diablo West Surface,37.613321,-83.060762,Mine,United States,coal,,
ICMM12428,Moderate,Dismal Creek GOB Pile,,37.229444,-81.811389,Mine,United States,coal,,
ICMM12429,Moderate,DODSON #1,,40.161111,-78.183056,Mine,United States,coal,,
ICMM12430,Moderate,Dolet Hills Lignite Company,,31.955833,-93.423333,Mine,United States,coal,,
ICMM12431,Moderate,Dry Branch,,36.62842,-83.716494,Mine,United States,coal,,
ICMM12432,Moderate,Dry Fork Surface Mine,,36.908889,-82.403333,Mine,United States,coal,,
ICMM12433,High,Drywood,Drywood;Garland Mine;Garland,37.711894,-94.63185333,Mine,United States,coal,,
ICMM12434,Moderate,Dunkard Strip,Dunkard Strip;Mable Hill Surface Mine,39.773472,-79.9379165,Mine,United States,coal,,
ICMM12435,High,DuQuoin Carbon Recovery,DuQuoin Carbon Recovery;Red Hawk;A M No 3,37.96484033,-89.29685033,Mine,United States,coal,,
ICMM12436,Moderate,Eagle #5,,40.455556,-107.628889,Mine,United States,coal,,
ICMM12437,Moderate,Eagle 3,,37.28,-82.58,Mine,United States,coal,,
ICMM12438,Moderate,East Run Coal Co 2,,40.905278,-79.604444,Mine,United States,coal,,
ICMM12439,Moderate,East Run Coal Keilman,,40.495833,-78.824444,Mine,United States,coal,,
ICMM12440,Moderate,Eastfork Surface Mine,,37.416111,-87.034722,Mine,United States,coal,,
ICMM12441,Moderate,Elk County Mine,,41.336111,-78.620278,Mine,United States,coal,,
ICMM12442,High,Elk Creek,Elk Creek;Ikerd Mine;Haddix,37.12173567,-83.62627767,Mine,United States,coal,,
ICMM12443,High,Elk Creek Mine (KY),Elk Creek Mine (KY);Hopkins,37.35507,-87.439432,Mine,United States,coal,,
ICMM12444,High,Elk Mountain Mine,Elk Mountain Mine;Elk Mountain;Elk Mountain Hwm,41.74579667,-106.433648,Mine,United States,coal,,
ICMM12445,Moderate,Excelsior Stripping,,40.767222,-76.514167,Mine,United States,coal,,
ICMM12446,Moderate,F and M Strip,F and M Strip;Lions Club,40.337639,-80.8154165,Mine,United States,coal,,
ICMM12447,High,F 11 Clear River Resources,F 11 Clear River Resources;Clear River Resources,37.662609,-83.025076,Mine,United States,coal,,
ICMM12448,High,F10 Alum Lick,F10 Alum Lick;Prater Branch,37.557607,-82.881699,Mine,United States,coal,,
ICMM12449,Moderate,Face up No 1,Face up No 1;Hatfield;Maple Surface;R251 (Flat Rock Surface);Valley No 2,37.0808888,-81.9752778,Mine,United States,coal,,
ICMM12450,High,Farmersburg Mine,Farmersburg Mine;Farmersburg,39.291111,-87.338611,Mine,United States,coal,,
ICMM12451,High,Fayette Co Strips,Fayette Co Strips;Fayette Strips,39.984442,-79.7288895,Mine,United States,coal,,
ICMM12452,Moderate,Flag Ridge,Flag Ridge;Little Round,36.6895835,-83.927639,Mine,United States,coal,,
ICMM12453,Moderate,Flag Run Mine,Flag Run Mine;Nancy,39.3459725,-80.4268055,Mine,United States,coal,,
ICMM12454,High,Fleetwood Mine No 1,Fleetwood Mine No 1;Fleetwood Mine No 1,33.2310515,-87.397245,Mine,United States,coal,,
ICMM12455,High,Fork Creek Mine No 3,Fork Creek Mine No 3;Fork Creek No 10 Mine;Fork Creek;Fork Creek No 3,38.22387175,-81.7787385,Mine,United States,coal,,
ICMM12456,Moderate,Fossil #1,,40.780556,-78.981944,Mine,United States,coal,,
ICMM12457,Moderate,Frantz Brothers Strips,,40.7925,-78.793333,Mine,United States,coal,,
ICMM12458,Moderate,Frasure Creek Mine No 6,,37.4375,-83.083056,Mine,United States,coal,,
ICMM12459,Moderate,Freelandville West Underground,,38.881389,-87.292778,Mine,United States,coal,,
ICMM12460,Moderate,Freeport Mine,,39.975771,-80.042546,Mine,United States,coal,,
ICMM12461,Moderate,Frontier Mine,,38.196111,-89.874444,Mine,United States,coal,,
ICMM12462,Moderate,Garmantown #8,,40.696667,-78.807778,Mine,United States,coal,,
ICMM12463,Moderate,Geibel Mine,,37.209167,-87.229722,Mine,United States,coal,,
ICMM12464,High,Genie Stripping,Genie Stripping;Goodspring Stripping (PA MCC);Lykens Valley Strip;Primrose Slope;Good Spring South,40.6179436,-76.5179444,Mine,United States,coal,,
ICMM12465,Moderate,Georges Creek Mine,,37.922636,-82.734489,Mine,United States,coal,,
ICMM12466,Moderate,Gibbons Creek Lignite Mine,,30.589722,-96.085278,Mine,United States,coal,,
ICMM12467,High,Gillhouser Run Mine,Gillhouser Run Mine;Nolo;Barrett;Gillhouser Run;Nolo,40.552169,-78.9837598,Mine,United States,coal,,
ICMM12468,Moderate,Gillmore No. 1,,37.7525,-83.361389,Mine,United States,coal,,
ICMM12469,Moderate,GOBCO #11,,37.01,-82.212778,Mine,United States,coal,,
ICMM12470,Moderate,Gobco #13,,36.983611,-82.243889,Mine,United States,coal,,
ICMM12471,Moderate,GOBCO #8,,36.976944,-82.291389,Mine,United States,coal,,
ICMM12472,High,Goodin Creek # 1 and 2 Refuge Area,Goodin Creek # 1 and 2 Refuge Area;Hayes Gap;Mine #3;No 4 (KY JCC);Mine No 3;Little Brushy Creek,36.78704317,-83.8749045,Mine,United States,coal,,
ICMM12473,Moderate,Grass Creek Mine,,43.916667,-108.516667,Mine,United States,coal,,
ICMM12474,High,Grassy Strip,Grassy Strip;Mine #1;No 9 (KY);No. 1 (KY ME);No. 25;Booth Mine;White Cabin No 7;Eagle No 18;Mayo No 4;Matrix No 1;Mayo No 3,37.73500491,-82.62836891,Mine,United States,coal,,
ICMM12475,High,Gray #1 Blackfoot #5,Gray #1 Blackfoot #5;Blackfoot No 5,38.401389,-87.2141655,Mine,United States,coal,,
ICMM12476,Moderate,H and H,,36.668056,-95.441667,Mine,United States,coal,,
ICMM12477,High,Hampton Branch Mine,Hampton Branch Mine;Mine #1A;Frasure Branch,37.46823367,-82.68887633,Mine,United States,coal,,
ICMM12478,High,Hampton Mine,Hampton Mine;Imperial Mine;Lane Ridge Surface Mine;Imperial;Hampton;Buckhannon;Sago,38.91158857,-80.22577371,Mine,United States,coal,,
ICMM12479,Moderate,Hanlin Mine,Hanlin Mine;Steyer,39.3081945,-79.2929165,Mine,United States,coal,,
ICMM12480,Moderate,Hardshell Tipples Mine #1,Hardshell Tipples Mine #1;Letcher 1,37.1244445,-82.7468055,Mine,United States,coal,,
ICMM12481,Moderate,Harmer Refuge Site,,40.535278,-79.8475,Mine,United States,coal,,
ICMM12482,High,Harris No 1,Harris No 1;Harris No 1,37.8099735,-81.5993335,Mine,United States,coal,,
ICMM12483,Moderate,Hatfield Gap Surface Mine,,36.601111,-83.925278,Mine,United States,coal,,
